STATEFP,COUNTYFP,YEAR,INDICATOR,VALUE,STATE,STATEABBREVIATION,COUNTY
6,87,2016,pctunins,10.2,California,CA,Santa Cruz County
6,89,2015,pctunins,13.7,California,CA,Shasta County
6,89,2016,pctunins,11.6,California,CA,Shasta County
6,91,2015,pctunins,12.2,California,CA,Sierra County
6,91,2016,pctunins,8.1,California,CA,Sierra County
6,93,2015,pctunins,12.4,California,CA,Siskiyou County
6,93,2016,pctunins,9.9,California,CA,Siskiyou County
6,95,2015,pctunins,10.6,California,CA,Solano County
6,95,2016,pctunins,9.2,California,CA,Solano County
6,97,2015,pctunins,11.6,California,CA,Sonoma County
6,97,2016,pctunins,10.1,California,CA,Sonoma County
6,99,2015,pctunins,14.3,California,CA,Stanislaus County
6,99,2016,pctunins,11.5,California,CA,Stanislaus County
6,101,2015,pctunins,15.1,California,CA,Sutter County
6,101,2016,pctunins,13.2,California,CA,Sutter County
6,103,2015,pctunins,13.2,California,CA,Tehama County
6,103,2016,pctunins,10.8,California,CA,Tehama County
6,105,2015,pctunins,18.4,California,CA,Trinity County
6,105,2016,pctunins,16.4,California,CA,Trinity County
6,107,2015,pctunins,17.7,California,CA,Tulare County
6,107,2016,pctunins,14.9,California,CA,Tulare County
6,109,2015,pctunins,10.2,California,CA,Tuolumne County
6,109,2016,pctunins,8.7,California,CA,Tuolumne County
6,111,2015,pctunins,13.8,California,CA,Ventura County
6,111,2016,pctunins,12.3,California,CA,Ventura County
6,113,2015,pctunins,10.9,California,CA,Yolo County
6,113,2016,pctunins,9.4,California,CA,Yolo County
6,115,2015,pctunins,14.3,California,CA,Yuba County
6,115,2016,pctunins,12.2,California,CA,Yuba County
8,1,2015,pctunins,17.2,Colorado,CO,Adams County
8,1,2016,pctunins,15.6,Colorado,CO,Adams County
8,3,2015,pctunins,12.4,Colorado,CO,Alamosa County
8,3,2016,pctunins,13.1,Colorado,CO,Alamosa County
8,5,2015,pctunins,13.1,Colorado,CO,Arapahoe County
8,5,2016,pctunins,11.4,Colorado,CO,Arapahoe County
8,7,2015,pctunins,21.5,Colorado,CO,Archuleta County
8,7,2016,pctunins,20.3,Colorado,CO,Archuleta County
8,9,2015,pctunins,14.4,Colorado,CO,Baca County
8,9,2016,pctunins,13,Colorado,CO,Baca County
8,11,2015,pctunins,14.6,Colorado,CO,Bent County
8,11,2016,pctunins,14.8,Colorado,CO,Bent County
8,13,2015,pctunins,8.7,Colorado,CO,Boulder County
8,13,2016,pctunins,7.4,Colorado,CO,Boulder County
8,14,2015,pctunins,6.8,Colorado,CO,Broomfield County
8,14,2016,pctunins,5.5,Colorado,CO,Broomfield County
8,15,2015,pctunins,14.4,Colorado,CO,Chaffee County
8,15,2016,pctunins,13.1,Colorado,CO,Chaffee County
8,17,2015,pctunins,20.4,Colorado,CO,Cheyenne County
8,17,2016,pctunins,17.7,Colorado,CO,Cheyenne County
8,19,2015,pctunins,9.1,Colorado,CO,Clear Creek County
8,19,2016,pctunins,9.2,Colorado,CO,Clear Creek County
8,21,2015,pctunins,16.4,Colorado,CO,Conejos County
8,21,2016,pctunins,15.7,Colorado,CO,Conejos County
8,23,2015,pctunins,16.9,Colorado,CO,Costilla County
8,23,2016,pctunins,14.2,Colorado,CO,Costilla County
8,25,2015,pctunins,12.1,Colorado,CO,Crowley County
8,25,2016,pctunins,10.4,Colorado,CO,Crowley County
8,27,2015,pctunins,21.9,Colorado,CO,Custer County
8,27,2016,pctunins,16.7,Colorado,CO,Custer County
8,29,2015,pctunins,17.9,Colorado,CO,Delta County
8,29,2016,pctunins,16,Colorado,CO,Delta County
8,31,2015,pctunins,14.5,Colorado,CO,Denver County
8,31,2016,pctunins,13,Colorado,CO,Denver County
8,33,2015,pctunins,11,Colorado,CO,Dolores County
8,33,2016,pctunins,10.3,Colorado,CO,Dolores County
8,35,2015,pctunins,5,Colorado,CO,Douglas County
8,35,2016,pctunins,4.3,Colorado,CO,Douglas County
8,37,2015,pctunins,18.6,Colorado,CO,Eagle County
8,37,2016,pctunins,18.4,Colorado,CO,Eagle County
8,39,2015,pctunins,10.3,Colorado,CO,Elbert County
8,39,2016,pctunins,7.4,Colorado,CO,Elbert County
8,41,2015,pctunins,10.9,Colorado,CO,El Paso County
8,41,2016,pctunins,9.4,Colorado,CO,El Paso County
8,43,2015,pctunins,11.7,Colorado,CO,Fremont County
8,43,2016,pctunins,9.7,Colorado,CO,Fremont County
8,45,2015,pctunins,25.8,Colorado,CO,Garfield County
8,45,2016,pctunins,23.5,Colorado,CO,Garfield County
8,47,2015,pctunins,11.4,Colorado,CO,Gilpin County
8,47,2016,pctunins,10.6,Colorado,CO,Gilpin County
8,49,2015,pctunins,19.8,Colorado,CO,Grand County
8,49,2016,pctunins,17.6,Colorado,CO,Grand County
8,51,2015,pctunins,15.8,Colorado,CO,Gunnison County
8,51,2016,pctunins,13.2,Colorado,CO,Gunnison County
8,53,2015,pctunins,14.2,Colorado,CO,Hinsdale County
8,53,2016,pctunins,11.9,Colorado,CO,Hinsdale County
8,55,2015,pctunins,15.7,Colorado,CO,Huerfano County
8,55,2016,pctunins,13.4,Colorado,CO,Huerfano County
8,57,2015,pctunins,13.2,Colorado,CO,Jackson County
8,57,2016,pctunins,12.2,Colorado,CO,Jackson County
8,59,2015,pctunins,9.4,Colorado,CO,Jefferson County
8,59,2016,pctunins,8,Colorado,CO,Jefferson County
8,61,2015,pctunins,14.9,Colorado,CO,Kiowa County
8,61,2016,pctunins,11.4,Colorado,CO,Kiowa County
8,63,2015,pctunins,15.8,Colorado,CO,Kit Carson County
8,63,2016,pctunins,15.7,Colorado,CO,Kit Carson County
8,65,2015,pctunins,19,Colorado,CO,Lake County
8,65,2016,pctunins,16.6,Colorado,CO,Lake County
8,67,2015,pctunins,15.3,Colorado,CO,La Plata County
8,67,2016,pctunins,12.9,Colorado,CO,La Plata County
8,69,2015,pctunins,9.7,Colorado,CO,Larimer County
8,69,2016,pctunins,8.5,Colorado,CO,Larimer County
8,71,2015,pctunins,14.6,Colorado,CO,Las Animas County
8,71,2016,pctunins,11,Colorado,CO,Las Animas County
8,73,2015,pctunins,7.3,Colorado,CO,Lincoln County
8,73,2016,pctunins,6.5,Colorado,CO,Lincoln County
8,75,2015,pctunins,15.6,Colorado,CO,Logan County
8,75,2016,pctunins,13,Colorado,CO,Logan County
8,77,2015,pctunins,13.8,Colorado,CO,Mesa County
8,77,2016,pctunins,12.7,Colorado,CO,Mesa County
8,79,2015,pctunins,7.5,Colorado,CO,Mineral County
8,79,2016,pctunins,7.6,Colorado,CO,Mineral County
8,81,2015,pctunins,16.8,Colorado,CO,Moffat County
8,81,2016,pctunins,14.1,Colorado,CO,Moffat County
8,83,2015,pctunins,21.1,Colorado,CO,Montezuma County
8,83,2016,pctunins,19.4,Colorado,CO,Montezuma County
8,85,2015,pctunins,18.8,Colorado,CO,Montrose County
8,85,2016,pctunins,14.9,Colorado,CO,Montrose County
8,87,2015,pctunins,12.6,Colorado,CO,Morgan County
8,87,2016,pctunins,9.4,Colorado,CO,Morgan County
8,89,2015,pctunins,14.8,Colorado,CO,Otero County
8,89,2016,pctunins,12.6,Colorado,CO,Otero County
8,91,2015,pctunins,14.2,Colorado,CO,Ouray County
8,91,2016,pctunins,12.4,Colorado,CO,Ouray County
8,93,2015,pctunins,12.1,Colorado,CO,Park County
8,93,2016,pctunins,11.6,Colorado,CO,Park County
8,95,2015,pctunins,13.4,Colorado,CO,Phillips County
8,95,2016,pctunins,13.1,Colorado,CO,Phillips County
8,97,2015,pctunins,14.2,Colorado,CO,Pitkin County
8,97,2016,pctunins,13.7,Colorado,CO,Pitkin County
8,99,2015,pctunins,14.1,Colorado,CO,Prowers County
8,99,2016,pctunins,12.7,Colorado,CO,Prowers County
8,101,2015,pctunins,10.8,Colorado,CO,Pueblo County
8,101,2016,pctunins,9.4,Colorado,CO,Pueblo County
8,103,2015,pctunins,10.1,Colorado,CO,Rio Blanco County
8,103,2016,pctunins,10.4,Colorado,CO,Rio Blanco County
8,105,2015,pctunins,16,Colorado,CO,Rio Grande County
8,105,2016,pctunins,14.1,Colorado,CO,Rio Grande County
8,107,2015,pctunins,11.2,Colorado,CO,Routt County
8,107,2016,pctunins,11.5,Colorado,CO,Routt County
8,109,2015,pctunins,29.1,Colorado,CO,Saguache County
8,109,2016,pctunins,24.8,Colorado,CO,Saguache County
8,111,2015,pctunins,19.1,Colorado,CO,San Juan County
8,111,2016,pctunins,18.1,Colorado,CO,San Juan County
8,113,2015,pctunins,13.3,Colorado,CO,San Miguel County
8,113,2016,pctunins,12.4,Colorado,CO,San Miguel County
8,115,2015,pctunins,11.3,Colorado,CO,Sedgwick County
8,115,2016,pctunins,12,Colorado,CO,Sedgwick County
8,117,2015,pctunins,22.1,Colorado,CO,Summit County
8,117,2016,pctunins,19.5,Colorado,CO,Summit County
8,119,2015,pctunins,10.9,Colorado,CO,Teller County
8,119,2016,pctunins,8.6,Colorado,CO,Teller County
8,121,2015,pctunins,9.5,Colorado,CO,Washington County
8,121,2016,pctunins,7.9,Colorado,CO,Washington County
8,123,2015,pctunins,12.1,Colorado,CO,Weld County
8,123,2016,pctunins,11,Colorado,CO,Weld County
8,125,2015,pctunins,14.3,Colorado,CO,Yuma County
8,125,2016,pctunins,15.1,Colorado,CO,Yuma County
9,1,2015,pctunins,10.8,Connecticut,CT,Fairfield County
9,1,2016,pctunins,10.1,Connecticut,CT,Fairfield County
9,3,2015,pctunins,6.9,Connecticut,CT,Hartford County
9,3,2016,pctunins,5.9,Connecticut,CT,Hartford County
9,5,2015,pctunins,6.6,Connecticut,CT,Litchfield County
9,5,2016,pctunins,6,Connecticut,CT,Litchfield County
9,7,2015,pctunins,5.6,Connecticut,CT,Middlesex County
9,7,2016,pctunins,5,Connecticut,CT,Middlesex County
9,9,2015,pctunins,7.8,Connecticut,CT,New Haven County
9,9,2016,pctunins,7.1,Connecticut,CT,New Haven County
9,11,2015,pctunins,6.1,Connecticut,CT,New London County
9,11,2016,pctunins,5.4,Connecticut,CT,New London County
9,13,2015,pctunins,4.6,Connecticut,CT,Tolland County
9,13,2016,pctunins,4,Connecticut,CT,Tolland County
9,15,2015,pctunins,7,Connecticut,CT,Windham County
9,15,2016,pctunins,6.3,Connecticut,CT,Windham County
10,1,2015,pctunins,7.8,Delaware,DE,Kent County
10,1,2016,pctunins,7.8,Delaware,DE,Kent County
10,3,2015,pctunins,7.8,Delaware,DE,New Castle County
10,3,2016,pctunins,6.9,Delaware,DE,New Castle County
10,5,2015,pctunins,9.8,Delaware,DE,Sussex County
10,5,2016,pctunins,8.6,Delaware,DE,Sussex County
11,1,2015,pctunins,5.8,District of Columbia,DC,District of Columbia
11,1,2016,pctunins,5.2,District of Columbia,DC,District of Columbia
12,1,2015,pctunins,13.4,Florida,FL,Alachua County
12,1,2016,pctunins,12.3,Florida,FL,Alachua County
12,3,2015,pctunins,13.2,Florida,FL,Baker County
12,3,2016,pctunins,12.5,Florida,FL,Baker County
12,5,2015,pctunins,16.8,Florida,FL,Bay County
12,5,2016,pctunins,16.1,Florida,FL,Bay County
12,7,2015,pctunins,18,Florida,FL,Bradford County
12,7,2016,pctunins,15.8,Florida,FL,Bradford County
12,9,2015,pctunins,14.7,Florida,FL,Brevard County
12,9,2016,pctunins,13.2,Florida,FL,Brevard County
12,11,2015,pctunins,19.8,Florida,FL,Broward County
12,11,2016,pctunins,18,Florida,FL,Broward County
12,13,2015,pctunins,20.6,Florida,FL,Calhoun County
12,13,2016,pctunins,19.2,Florida,FL,Calhoun County
12,15,2015,pctunins,15.4,Florida,FL,Charlotte County
12,15,2016,pctunins,14,Florida,FL,Charlotte County
12,17,2015,pctunins,13.2,Florida,FL,Citrus County
12,17,2016,pctunins,12,Florida,FL,Citrus County
12,19,2015,pctunins,12.7,Florida,FL,Clay County
12,19,2016,pctunins,11.9,Florida,FL,Clay County
12,21,2015,pctunins,20.2,Florida,FL,Collier County
12,21,2016,pctunins,18.6,Florida,FL,Collier County
12,23,2015,pctunins,16.1,Florida,FL,Columbia County
12,23,2016,pctunins,14.5,Florida,FL,Columbia County
12,27,2015,pctunins,26,Florida,FL,DeSoto County
12,27,2016,pctunins,24.4,Florida,FL,DeSoto County
12,29,2015,pctunins,19.4,Florida,FL,Dixie County
12,29,2016,pctunins,17.7,Florida,FL,Dixie County
12,31,2015,pctunins,15,Florida,FL,Duval County
12,31,2016,pctunins,13.8,Florida,FL,Duval County
12,33,2015,pctunins,14.1,Florida,FL,Escambia County
12,33,2016,pctunins,12.8,Florida,FL,Escambia County
12,35,2015,pctunins,14.9,Florida,FL,Flagler County
12,35,2016,pctunins,14.5,Florida,FL,Flagler County
12,37,2015,pctunins,20.3,Florida,FL,Franklin County
12,37,2016,pctunins,19.1,Florida,FL,Franklin County
12,39,2015,pctunins,18,Florida,FL,Gadsden County
12,39,2016,pctunins,15.8,Florida,FL,Gadsden County
12,41,2015,pctunins,21.8,Florida,FL,Gilchrist County
12,41,2016,pctunins,19.1,Florida,FL,Gilchrist County
12,43,2015,pctunins,23,Florida,FL,Glades County
12,43,2016,pctunins,23.4,Florida,FL,Glades County
12,45,2015,pctunins,18,Florida,FL,Gulf County
12,45,2016,pctunins,15.4,Florida,FL,Gulf County
12,47,2015,pctunins,15.7,Florida,FL,Hamilton County
12,47,2016,pctunins,13.1,Florida,FL,Hamilton County
12,49,2015,pctunins,24.6,Florida,FL,Hardee County
12,49,2016,pctunins,20.8,Florida,FL,Hardee County
12,51,2015,pctunins,30.6,Florida,FL,Hendry County
12,51,2016,pctunins,29.8,Florida,FL,Hendry County
12,53,2015,pctunins,15,Florida,FL,Hernando County
12,53,2016,pctunins,13.9,Florida,FL,Hernando County
12,55,2015,pctunins,15.9,Florida,FL,Highlands County
12,55,2016,pctunins,15.2,Florida,FL,Highlands County
12,57,2015,pctunins,16.3,Florida,FL,Hillsborough County
12,57,2016,pctunins,15.1,Florida,FL,Hillsborough County
12,59,2015,pctunins,19.7,Florida,FL,Holmes County
12,59,2016,pctunins,17.7,Florida,FL,Holmes County
12,61,2015,pctunins,17,Florida,FL,Indian River County
12,61,2016,pctunins,15.6,Florida,FL,Indian River County
12,63,2015,pctunins,13.2,Florida,FL,Jackson County
12,63,2016,pctunins,12.5,Florida,FL,Jackson County
12,65,2015,pctunins,11.1,Florida,FL,Jefferson County
12,65,2016,pctunins,10,Florida,FL,Jefferson County
12,67,2015,pctunins,22.4,Florida,FL,Lafayette County
12,67,2016,pctunins,22.8,Florida,FL,Lafayette County
12,69,2015,pctunins,14.3,Florida,FL,Lake County
12,69,2016,pctunins,13.3,Florida,FL,Lake County
12,71,2015,pctunins,18.6,Florida,FL,Lee County
12,71,2016,pctunins,16.9,Florida,FL,Lee County
12,73,2015,pctunins,11.7,Florida,FL,Leon County
12,73,2016,pctunins,10.2,Florida,FL,Leon County
12,75,2015,pctunins,20.6,Florida,FL,Levy County
12,75,2016,pctunins,18.2,Florida,FL,Levy County
12,77,2015,pctunins,22,Florida,FL,Liberty County
12,77,2016,pctunins,20.7,Florida,FL,Liberty County
12,79,2015,pctunins,19.2,Florida,FL,Madison County
12,79,2016,pctunins,17,Florida,FL,Madison County
12,81,2015,pctunins,16.9,Florida,FL,Manatee County
12,81,2016,pctunins,15,Florida,FL,Manatee County
12,83,2015,pctunins,16.8,Florida,FL,Marion County
12,83,2016,pctunins,15.2,Florida,FL,Marion County
12,85,2015,pctunins,14.4,Florida,FL,Martin County
12,85,2016,pctunins,13.7,Florida,FL,Martin County
12,86,2015,pctunins,25.6,Florida,FL,Miami-Dade County
12,86,2016,pctunins,23.1,Florida,FL,Miami-Dade County
12,87,2015,pctunins,22.4,Florida,FL,Monroe County
12,87,2016,pctunins,21,Florida,FL,Monroe County
12,89,2015,pctunins,15.1,Florida,FL,Nassau County
12,89,2016,pctunins,13.3,Florida,FL,Nassau County
12,91,2015,pctunins,14.6,Florida,FL,Okaloosa County
12,91,2016,pctunins,13.4,Florida,FL,Okaloosa County
12,93,2015,pctunins,22.8,Florida,FL,Okeechobee County
12,93,2016,pctunins,20.4,Florida,FL,Okeechobee County
12,95,2015,pctunins,19.9,Florida,FL,Orange County
12,95,2016,pctunins,17.9,Florida,FL,Orange County
12,97,2015,pctunins,21.9,Florida,FL,Osceola County
12,97,2016,pctunins,19.7,Florida,FL,Osceola County
12,99,2015,pctunins,17.5,Florida,FL,Palm Beach County
12,99,2016,pctunins,16,Florida,FL,Palm Beach County
12,101,2015,pctunins,14.2,Florida,FL,Pasco County
12,101,2016,pctunins,13.4,Florida,FL,Pasco County
12,103,2015,pctunins,15.2,Florida,FL,Pinellas County
12,103,2016,pctunins,13.8,Florida,FL,Pinellas County
12,105,2015,pctunins,16.7,Florida,FL,Polk County
12,105,2016,pctunins,15.7,Florida,FL,Polk County
12,107,2015,pctunins,20.7,Florida,FL,Putnam County
12,107,2016,pctunins,19.2,Florida,FL,Putnam County
12,109,2015,pctunins,10.7,Florida,FL,St. Johns County
12,109,2016,pctunins,9.5,Florida,FL,St. Johns County
12,111,2015,pctunins,18.6,Florida,FL,St. Lucie County
12,111,2016,pctunins,17.2,Florida,FL,St. Lucie County
12,113,2015,pctunins,13.1,Florida,FL,Santa Rosa County
12,113,2016,pctunins,11.7,Florida,FL,Santa Rosa County
12,115,2015,pctunins,14,Florida,FL,Sarasota County
12,115,2016,pctunins,13,Florida,FL,Sarasota County
12,117,2015,pctunins,15.1,Florida,FL,Seminole County
12,117,2016,pctunins,13.6,Florida,FL,Seminole County
12,119,2015,pctunins,8.7,Florida,FL,Sumter County
12,119,2016,pctunins,8.1,Florida,FL,Sumter County
12,121,2015,pctunins,18,Florida,FL,Suwannee County
12,121,2016,pctunins,15.9,Florida,FL,Suwannee County
12,123,2015,pctunins,14.1,Florida,FL,Taylor County
12,123,2016,pctunins,13.9,Florida,FL,Taylor County
12,125,2015,pctunins,13.9,Florida,FL,Union County
12,125,2016,pctunins,12.6,Florida,FL,Union County
12,127,2015,pctunins,16.9,Florida,FL,Volusia County
12,127,2016,pctunins,15.4,Florida,FL,Volusia County
12,129,2015,pctunins,12.5,Florida,FL,Wakulla County
12,129,2016,pctunins,11.9,Florida,FL,Wakulla County
12,131,2015,pctunins,19,Florida,FL,Walton County
12,131,2016,pctunins,17.5,Florida,FL,Walton County
12,133,2015,pctunins,14.1,Florida,FL,Washington County
12,133,2016,pctunins,13.5,Florida,FL,Washington County
13,1,2015,pctunins,20.7,Georgia,GA,Appling County
13,1,2016,pctunins,18.5,Georgia,GA,Appling County
13,3,2015,pctunins,30.2,Georgia,GA,Atkinson County
13,3,2016,pctunins,25.7,Georgia,GA,Atkinson County
13,5,2015,pctunins,18.9,Georgia,GA,Bacon County
13,5,2016,pctunins,16.4,Georgia,GA,Bacon County
13,7,2015,pctunins,21,Georgia,GA,Baker County
13,7,2016,pctunins,18.9,Georgia,GA,Baker County
13,9,2015,pctunins,13.2,Georgia,GA,Baldwin County
13,9,2016,pctunins,13,Georgia,GA,Baldwin County
13,11,2015,pctunins,17.3,Georgia,GA,Banks County
13,11,2016,pctunins,17.2,Georgia,GA,Banks County
13,13,2015,pctunins,17.4,Georgia,GA,Barrow County
13,13,2016,pctunins,16.8,Georgia,GA,Barrow County
13,15,2015,pctunins,17.4,Georgia,GA,Bartow County
13,15,2016,pctunins,15.6,Georgia,GA,Bartow County
13,17,2015,pctunins,20.3,Georgia,GA,Ben Hill County
13,17,2016,pctunins,19.5,Georgia,GA,Ben Hill County
13,19,2015,pctunins,25.6,Georgia,GA,Berrien County
13,19,2016,pctunins,22.8,Georgia,GA,Berrien County
13,21,2015,pctunins,16.8,Georgia,GA,Bibb County
13,21,2016,pctunins,15.5,Georgia,GA,Bibb County
13,23,2015,pctunins,12,Georgia,GA,Bleckley County
13,23,2016,pctunins,11.6,Georgia,GA,Bleckley County
13,25,2015,pctunins,26.3,Georgia,GA,Brantley County
13,25,2016,pctunins,24.4,Georgia,GA,Brantley County
13,27,2015,pctunins,21.3,Georgia,GA,Brooks County
13,27,2016,pctunins,19.2,Georgia,GA,Brooks County
13,29,2015,pctunins,13.3,Georgia,GA,Bryan County
13,29,2016,pctunins,13.2,Georgia,GA,Bryan County
13,31,2015,pctunins,16.4,Georgia,GA,Bulloch County
13,31,2016,pctunins,14.7,Georgia,GA,Bulloch County
13,33,2015,pctunins,17.5,Georgia,GA,Burke County
13,33,2016,pctunins,15.7,Georgia,GA,Burke County
13,35,2015,pctunins,16.9,Georgia,GA,Butts County
13,35,2016,pctunins,15.8,Georgia,GA,Butts County
13,37,2015,pctunins,22.2,Georgia,GA,Calhoun County
13,37,2016,pctunins,19.7,Georgia,GA,Calhoun County
13,39,2015,pctunins,13.1,Georgia,GA,Camden County
13,39,2016,pctunins,13.2,Georgia,GA,Camden County
13,43,2015,pctunins,26.2,Georgia,GA,Candler County
13,43,2016,pctunins,21.3,Georgia,GA,Candler County
13,45,2015,pctunins,17.3,Georgia,GA,Carroll County
13,45,2016,pctunins,15.5,Georgia,GA,Carroll County
13,47,2015,pctunins,14.2,Georgia,GA,Catoosa County
13,47,2016,pctunins,14,Georgia,GA,Catoosa County
13,49,2015,pctunins,21.3,Georgia,GA,Charlton County
13,49,2016,pctunins,20.6,Georgia,GA,Charlton County
13,51,2015,pctunins,17.7,Georgia,GA,Chatham County
13,51,2016,pctunins,16.1,Georgia,GA,Chatham County
13,53,2015,pctunins,10.7,Georgia,GA,Chattahoochee County
13,53,2016,pctunins,10.1,Georgia,GA,Chattahoochee County
13,55,2015,pctunins,18.3,Georgia,GA,Chattooga County
13,55,2016,pctunins,16.9,Georgia,GA,Chattooga County
13,57,2015,pctunins,14.2,Georgia,GA,Cherokee County
13,57,2016,pctunins,13.3,Georgia,GA,Cherokee County
13,59,2015,pctunins,16.5,Georgia,GA,Clarke County
13,59,2016,pctunins,15.4,Georgia,GA,Clarke County
13,61,2015,pctunins,25.1,Georgia,GA,Clay County
13,61,2016,pctunins,25.6,Georgia,GA,Clay County
13,63,2015,pctunins,25,Georgia,GA,Clayton County
13,63,2016,pctunins,22.7,Georgia,GA,Clayton County
13,65,2015,pctunins,20.5,Georgia,GA,Clinch County
13,65,2016,pctunins,20.7,Georgia,GA,Clinch County
13,67,2015,pctunins,16.6,Georgia,GA,Cobb County
13,67,2016,pctunins,15.4,Georgia,GA,Cobb County
13,69,2015,pctunins,23.5,Georgia,GA,Coffee County
13,69,2016,pctunins,22.2,Georgia,GA,Coffee County
13,71,2015,pctunins,28.1,Georgia,GA,Colquitt County
13,71,2016,pctunins,26.7,Georgia,GA,Colquitt County
13,73,2015,pctunins,10,Georgia,GA,Columbia County
13,73,2016,pctunins,8.8,Georgia,GA,Columbia County
13,75,2015,pctunins,25.7,Georgia,GA,Cook County
13,75,2016,pctunins,22.5,Georgia,GA,Cook County
13,77,2015,pctunins,11.8,Georgia,GA,Coweta County
13,77,2016,pctunins,10.7,Georgia,GA,Coweta County
13,79,2015,pctunins,15.4,Georgia,GA,Crawford County
13,79,2016,pctunins,14.2,Georgia,GA,Crawford County
13,81,2015,pctunins,18.6,Georgia,GA,Crisp County
13,81,2016,pctunins,18.1,Georgia,GA,Crisp County
13,83,2015,pctunins,15.9,Georgia,GA,Dade County
13,83,2016,pctunins,16,Georgia,GA,Dade County
13,85,2015,pctunins,14.5,Georgia,GA,Dawson County
13,85,2016,pctunins,13.4,Georgia,GA,Dawson County
