STATEFP,COUNTYFP,YEAR,INDICATOR,VALUE,STATE,STATEABBREVIATION,COUNTY
19,145,2016,pctunins,8.3,Iowa,IA,Page County
19,147,2015,pctunins,6.6,Iowa,IA,Palo Alto County
19,147,2016,pctunins,4.9,Iowa,IA,Palo Alto County
19,149,2015,pctunins,5.7,Iowa,IA,Plymouth County
19,149,2016,pctunins,5.6,Iowa,IA,Plymouth County
19,151,2015,pctunins,7.7,Iowa,IA,Pocahontas County
19,151,2016,pctunins,6.6,Iowa,IA,Pocahontas County
19,153,2015,pctunins,7,Iowa,IA,Polk County
19,153,2016,pctunins,6.3,Iowa,IA,Polk County
19,155,2015,pctunins,9.4,Iowa,IA,Pottawattamie County
19,155,2016,pctunins,8.2,Iowa,IA,Pottawattamie County
19,157,2015,pctunins,6.4,Iowa,IA,Poweshiek County
19,157,2016,pctunins,7.1,Iowa,IA,Poweshiek County
19,159,2015,pctunins,11.4,Iowa,IA,Ringgold County
19,159,2016,pctunins,9.9,Iowa,IA,Ringgold County
19,161,2015,pctunins,6.9,Iowa,IA,Sac County
19,161,2016,pctunins,6.4,Iowa,IA,Sac County
19,163,2015,pctunins,8,Iowa,IA,Scott County
19,163,2016,pctunins,6.4,Iowa,IA,Scott County
19,165,2015,pctunins,7.7,Iowa,IA,Shelby County
19,165,2016,pctunins,7.1,Iowa,IA,Shelby County
19,167,2015,pctunins,7.5,Iowa,IA,Sioux County
19,167,2016,pctunins,6.4,Iowa,IA,Sioux County
19,169,2015,pctunins,4.9,Iowa,IA,Story County
19,169,2016,pctunins,4.3,Iowa,IA,Story County
19,171,2015,pctunins,8.4,Iowa,IA,Tama County
19,171,2016,pctunins,7.6,Iowa,IA,Tama County
19,173,2015,pctunins,11.6,Iowa,IA,Taylor County
19,173,2016,pctunins,11.1,Iowa,IA,Taylor County
19,175,2015,pctunins,8.6,Iowa,IA,Union County
19,175,2016,pctunins,8.2,Iowa,IA,Union County
19,177,2015,pctunins,13.5,Iowa,IA,Van Buren County
19,177,2016,pctunins,15.2,Iowa,IA,Van Buren County
19,179,2015,pctunins,9.5,Iowa,IA,Wapello County
19,179,2016,pctunins,7.7,Iowa,IA,Wapello County
19,181,2015,pctunins,4.7,Iowa,IA,Warren County
19,181,2016,pctunins,4,Iowa,IA,Warren County
19,183,2015,pctunins,10,Iowa,IA,Washington County
19,183,2016,pctunins,8.6,Iowa,IA,Washington County
19,185,2015,pctunins,13,Iowa,IA,Wayne County
19,185,2016,pctunins,12.8,Iowa,IA,Wayne County
19,187,2015,pctunins,8.4,Iowa,IA,Webster County
19,187,2016,pctunins,7,Iowa,IA,Webster County
19,189,2015,pctunins,5.2,Iowa,IA,Winnebago County
19,189,2016,pctunins,4.3,Iowa,IA,Winnebago County
19,191,2015,pctunins,5.1,Iowa,IA,Winneshiek County
19,191,2016,pctunins,3.9,Iowa,IA,Winneshiek County
19,193,2015,pctunins,10.8,Iowa,IA,Woodbury County
19,193,2016,pctunins,9.1,Iowa,IA,Woodbury County
19,195,2015,pctunins,7.3,Iowa,IA,Worth County
19,195,2016,pctunins,5.9,Iowa,IA,Worth County
19,197,2015,pctunins,8.4,Iowa,IA,Wright County
19,197,2016,pctunins,7.8,Iowa,IA,Wright County
20,1,2015,pctunins,11.8,Kansas,KS,Allen County
20,1,2016,pctunins,10.3,Kansas,KS,Allen County
20,3,2015,pctunins,12.8,Kansas,KS,Anderson County
20,3,2016,pctunins,12.3,Kansas,KS,Anderson County
20,5,2015,pctunins,12.8,Kansas,KS,Atchison County
20,5,2016,pctunins,9.9,Kansas,KS,Atchison County
20,7,2015,pctunins,10.2,Kansas,KS,Barber County
20,7,2016,pctunins,10.6,Kansas,KS,Barber County
20,9,2015,pctunins,14,Kansas,KS,Barton County
20,9,2016,pctunins,13.7,Kansas,KS,Barton County
20,11,2015,pctunins,10,Kansas,KS,Bourbon County
20,11,2016,pctunins,9,Kansas,KS,Bourbon County
20,13,2015,pctunins,11.2,Kansas,KS,Brown County
20,13,2016,pctunins,10.6,Kansas,KS,Brown County
20,15,2015,pctunins,9.2,Kansas,KS,Butler County
20,15,2016,pctunins,9.2,Kansas,KS,Butler County
20,17,2015,pctunins,9.6,Kansas,KS,Chase County
20,17,2016,pctunins,6.4,Kansas,KS,Chase County
20,19,2015,pctunins,14.3,Kansas,KS,Chautauqua County
20,19,2016,pctunins,12.5,Kansas,KS,Chautauqua County
20,21,2015,pctunins,13.8,Kansas,KS,Cherokee County
20,21,2016,pctunins,14.3,Kansas,KS,Cherokee County
20,23,2015,pctunins,9.4,Kansas,KS,Cheyenne County
20,23,2016,pctunins,7.8,Kansas,KS,Cheyenne County
20,25,2015,pctunins,10.3,Kansas,KS,Clark County
20,25,2016,pctunins,10.9,Kansas,KS,Clark County
20,27,2015,pctunins,5.8,Kansas,KS,Clay County
20,27,2016,pctunins,6.5,Kansas,KS,Clay County
20,29,2015,pctunins,11.6,Kansas,KS,Cloud County
20,29,2016,pctunins,11,Kansas,KS,Cloud County
20,31,2015,pctunins,9.9,Kansas,KS,Coffey County
20,31,2016,pctunins,9.6,Kansas,KS,Coffey County
20,33,2015,pctunins,13.6,Kansas,KS,Comanche County
20,33,2016,pctunins,13.3,Kansas,KS,Comanche County
20,35,2015,pctunins,11.4,Kansas,KS,Cowley County
20,35,2016,pctunins,11.4,Kansas,KS,Cowley County
20,37,2015,pctunins,13.4,Kansas,KS,Crawford County
20,37,2016,pctunins,12.9,Kansas,KS,Crawford County
20,39,2015,pctunins,12.5,Kansas,KS,Decatur County
20,39,2016,pctunins,11.2,Kansas,KS,Decatur County
20,41,2015,pctunins,8.5,Kansas,KS,Dickinson County
20,41,2016,pctunins,7.4,Kansas,KS,Dickinson County
20,43,2015,pctunins,13.3,Kansas,KS,Doniphan County
20,43,2016,pctunins,12.7,Kansas,KS,Doniphan County
20,45,2015,pctunins,10.5,Kansas,KS,Douglas County
20,45,2016,pctunins,10.4,Kansas,KS,Douglas County
20,47,2015,pctunins,13.8,Kansas,KS,Edwards County
20,47,2016,pctunins,12.6,Kansas,KS,Edwards County
20,49,2015,pctunins,10.4,Kansas,KS,Elk County
20,49,2016,pctunins,11.6,Kansas,KS,Elk County
20,51,2015,pctunins,9,Kansas,KS,Ellis County
20,51,2016,pctunins,8.3,Kansas,KS,Ellis County
20,53,2015,pctunins,6.8,Kansas,KS,Ellsworth County
20,53,2016,pctunins,6,Kansas,KS,Ellsworth County
20,55,2015,pctunins,15,Kansas,KS,Finney County
20,55,2016,pctunins,13.7,Kansas,KS,Finney County
20,57,2015,pctunins,19.3,Kansas,KS,Ford County
20,57,2016,pctunins,16.6,Kansas,KS,Ford County
20,59,2015,pctunins,8.8,Kansas,KS,Franklin County
20,59,2016,pctunins,8.2,Kansas,KS,Franklin County
20,61,2015,pctunins,10.3,Kansas,KS,Geary County
20,61,2016,pctunins,10.7,Kansas,KS,Geary County
20,63,2015,pctunins,11.4,Kansas,KS,Gove County
20,63,2016,pctunins,11.4,Kansas,KS,Gove County
20,65,2015,pctunins,7.5,Kansas,KS,Graham County
20,65,2016,pctunins,8.2,Kansas,KS,Graham County
20,67,2015,pctunins,18.8,Kansas,KS,Grant County
20,67,2016,pctunins,20.6,Kansas,KS,Grant County
20,69,2015,pctunins,11.3,Kansas,KS,Gray County
20,69,2016,pctunins,11.4,Kansas,KS,Gray County
20,71,2015,pctunins,6.5,Kansas,KS,Greeley County
20,71,2016,pctunins,7.6,Kansas,KS,Greeley County
20,73,2015,pctunins,12.3,Kansas,KS,Greenwood County
20,73,2016,pctunins,12.2,Kansas,KS,Greenwood County
20,75,2015,pctunins,21.8,Kansas,KS,Hamilton County
20,75,2016,pctunins,25.2,Kansas,KS,Hamilton County
20,77,2015,pctunins,12.3,Kansas,KS,Harper County
20,77,2016,pctunins,12.3,Kansas,KS,Harper County
20,79,2015,pctunins,8.8,Kansas,KS,Harvey County
20,79,2016,pctunins,8.8,Kansas,KS,Harvey County
20,81,2015,pctunins,17.8,Kansas,KS,Haskell County
20,81,2016,pctunins,18.4,Kansas,KS,Haskell County
20,83,2015,pctunins,9.5,Kansas,KS,Hodgeman County
20,83,2016,pctunins,8.7,Kansas,KS,Hodgeman County
20,85,2015,pctunins,7.3,Kansas,KS,Jackson County
20,85,2016,pctunins,5.9,Kansas,KS,Jackson County
20,87,2015,pctunins,8.9,Kansas,KS,Jefferson County
20,87,2016,pctunins,9.8,Kansas,KS,Jefferson County
20,89,2015,pctunins,6.3,Kansas,KS,Jewell County
20,89,2016,pctunins,7.8,Kansas,KS,Jewell County
20,91,2015,pctunins,7.2,Kansas,KS,Johnson County
20,91,2016,pctunins,6.7,Kansas,KS,Johnson County
20,93,2015,pctunins,9.8,Kansas,KS,Kearny County
20,93,2016,pctunins,11.3,Kansas,KS,Kearny County
20,95,2015,pctunins,11.9,Kansas,KS,Kingman County
20,95,2016,pctunins,8.2,Kansas,KS,Kingman County
20,97,2015,pctunins,9.6,Kansas,KS,Kiowa County
20,97,2016,pctunins,8.9,Kansas,KS,Kiowa County
20,99,2015,pctunins,13.1,Kansas,KS,Labette County
20,99,2016,pctunins,12.1,Kansas,KS,Labette County
20,101,2015,pctunins,7.1,Kansas,KS,Lane County
20,101,2016,pctunins,8.9,Kansas,KS,Lane County
20,103,2015,pctunins,7.8,Kansas,KS,Leavenworth County
20,103,2016,pctunins,6.5,Kansas,KS,Leavenworth County
20,105,2015,pctunins,12.8,Kansas,KS,Lincoln County
20,105,2016,pctunins,11.5,Kansas,KS,Lincoln County
20,107,2015,pctunins,9.5,Kansas,KS,Linn County
20,107,2016,pctunins,8.8,Kansas,KS,Linn County
20,109,2015,pctunins,8.7,Kansas,KS,Logan County
20,109,2016,pctunins,6.1,Kansas,KS,Logan County
20,111,2015,pctunins,14.1,Kansas,KS,Lyon County
20,111,2016,pctunins,13.7,Kansas,KS,Lyon County
20,113,2015,pctunins,6.6,Kansas,KS,McPherson County
20,113,2016,pctunins,6,Kansas,KS,McPherson County
20,115,2015,pctunins,7.9,Kansas,KS,Marion County
20,115,2016,pctunins,7.7,Kansas,KS,Marion County
20,117,2015,pctunins,8.2,Kansas,KS,Marshall County
20,117,2016,pctunins,7.8,Kansas,KS,Marshall County
20,119,2015,pctunins,11.2,Kansas,KS,Meade County
20,119,2016,pctunins,11,Kansas,KS,Meade County
20,121,2015,pctunins,7.3,Kansas,KS,Miami County
20,121,2016,pctunins,6.9,Kansas,KS,Miami County
20,123,2015,pctunins,7.6,Kansas,KS,Mitchell County
20,123,2016,pctunins,6.6,Kansas,KS,Mitchell County
20,125,2015,pctunins,13.7,Kansas,KS,Montgomery County
20,125,2016,pctunins,12.3,Kansas,KS,Montgomery County
20,127,2015,pctunins,9.5,Kansas,KS,Morris County
20,127,2016,pctunins,9.3,Kansas,KS,Morris County
20,129,2015,pctunins,10.7,Kansas,KS,Morton County
20,129,2016,pctunins,10.9,Kansas,KS,Morton County
20,131,2015,pctunins,5.9,Kansas,KS,Nemaha County
20,131,2016,pctunins,5.6,Kansas,KS,Nemaha County
20,133,2015,pctunins,10.7,Kansas,KS,Neosho County
20,133,2016,pctunins,10.1,Kansas,KS,Neosho County
20,135,2015,pctunins,7.5,Kansas,KS,Ness County
20,135,2016,pctunins,6.9,Kansas,KS,Ness County
20,137,2015,pctunins,7.9,Kansas,KS,Norton County
20,137,2016,pctunins,5.7,Kansas,KS,Norton County
20,139,2015,pctunins,10.9,Kansas,KS,Osage County
20,139,2016,pctunins,9.6,Kansas,KS,Osage County
20,141,2015,pctunins,10,Kansas,KS,Osborne County
20,141,2016,pctunins,11,Kansas,KS,Osborne County
20,143,2015,pctunins,9.7,Kansas,KS,Ottawa County
20,143,2016,pctunins,7.8,Kansas,KS,Ottawa County
20,145,2015,pctunins,10.9,Kansas,KS,Pawnee County
20,145,2016,pctunins,7.9,Kansas,KS,Pawnee County
20,147,2015,pctunins,7.4,Kansas,KS,Phillips County
20,147,2016,pctunins,5.9,Kansas,KS,Phillips County
20,149,2015,pctunins,7.4,Kansas,KS,Pottawatomie County
20,149,2016,pctunins,7.3,Kansas,KS,Pottawatomie County
20,151,2015,pctunins,10.2,Kansas,KS,Pratt County
20,151,2016,pctunins,10.2,Kansas,KS,Pratt County
20,153,2015,pctunins,7.9,Kansas,KS,Rawlins County
20,153,2016,pctunins,6,Kansas,KS,Rawlins County
20,155,2015,pctunins,12.7,Kansas,KS,Reno County
20,155,2016,pctunins,10.8,Kansas,KS,Reno County
20,157,2015,pctunins,7.6,Kansas,KS,Republic County
20,157,2016,pctunins,7,Kansas,KS,Republic County
20,159,2015,pctunins,13.7,Kansas,KS,Rice County
20,159,2016,pctunins,12.3,Kansas,KS,Rice County
20,161,2015,pctunins,6.9,Kansas,KS,Riley County
20,161,2016,pctunins,6.3,Kansas,KS,Riley County
20,163,2015,pctunins,10.2,Kansas,KS,Rooks County
20,163,2016,pctunins,9.2,Kansas,KS,Rooks County
20,165,2015,pctunins,9.3,Kansas,KS,Rush County
20,165,2016,pctunins,8.1,Kansas,KS,Rush County
20,167,2015,pctunins,9,Kansas,KS,Russell County
20,167,2016,pctunins,8.8,Kansas,KS,Russell County
20,169,2015,pctunins,12.6,Kansas,KS,Saline County
20,169,2016,pctunins,12,Kansas,KS,Saline County
20,171,2015,pctunins,6.9,Kansas,KS,Scott County
20,171,2016,pctunins,4.1,Kansas,KS,Scott County
20,173,2015,pctunins,13.2,Kansas,KS,Sedgwick County
20,173,2016,pctunins,12.5,Kansas,KS,Sedgwick County
20,175,2015,pctunins,19.5,Kansas,KS,Seward County
20,175,2016,pctunins,19.2,Kansas,KS,Seward County
20,177,2015,pctunins,11.1,Kansas,KS,Shawnee County
20,177,2016,pctunins,9.9,Kansas,KS,Shawnee County
20,179,2015,pctunins,9.5,Kansas,KS,Sheridan County
20,179,2016,pctunins,10.2,Kansas,KS,Sheridan County
20,181,2015,pctunins,11.6,Kansas,KS,Sherman County
20,181,2016,pctunins,6.9,Kansas,KS,Sherman County
20,183,2015,pctunins,6.4,Kansas,KS,Smith County
20,183,2016,pctunins,6.7,Kansas,KS,Smith County
20,185,2015,pctunins,13.5,Kansas,KS,Stafford County
20,185,2016,pctunins,11.1,Kansas,KS,Stafford County
20,187,2015,pctunins,11.1,Kansas,KS,Stanton County
20,187,2016,pctunins,14,Kansas,KS,Stanton County
20,189,2015,pctunins,17.3,Kansas,KS,Stevens County
20,189,2016,pctunins,16.3,Kansas,KS,Stevens County
20,191,2015,pctunins,10.5,Kansas,KS,Sumner County
20,191,2016,pctunins,9.8,Kansas,KS,Sumner County
20,193,2015,pctunins,6.7,Kansas,KS,Thomas County
20,193,2016,pctunins,7,Kansas,KS,Thomas County
20,195,2015,pctunins,8.1,Kansas,KS,Trego County
20,195,2016,pctunins,7.4,Kansas,KS,Trego County
20,197,2015,pctunins,8.1,Kansas,KS,Wabaunsee County
20,197,2016,pctunins,8,Kansas,KS,Wabaunsee County
20,199,2015,pctunins,11.3,Kansas,KS,Wallace County
20,199,2016,pctunins,7.6,Kansas,KS,Wallace County
20,201,2015,pctunins,8.6,Kansas,KS,Washington County
20,201,2016,pctunins,7,Kansas,KS,Washington County
20,203,2015,pctunins,14.7,Kansas,KS,Wichita County
20,203,2016,pctunins,7.8,Kansas,KS,Wichita County
20,205,2015,pctunins,15.7,Kansas,KS,Wilson County
20,205,2016,pctunins,14.8,Kansas,KS,Wilson County
20,207,2015,pctunins,16.2,Kansas,KS,Woodson County
20,207,2016,pctunins,15.3,Kansas,KS,Woodson County
20,209,2015,pctunins,22.5,Kansas,KS,Wyandotte County
20,209,2016,pctunins,21,Kansas,KS,Wyandotte County
21,1,2015,pctunins,14.6,Kentucky,KY,Adair County
21,1,2016,pctunins,12.1,Kentucky,KY,Adair County
21,3,2015,pctunins,16.2,Kentucky,KY,Allen County
21,3,2016,pctunins,14.8,Kentucky,KY,Allen County
21,5,2015,pctunins,8.7,Kentucky,KY,Anderson County
21,5,2016,pctunins,7.1,Kentucky,KY,Anderson County
21,7,2015,pctunins,12.2,Kentucky,KY,Ballard County
21,7,2016,pctunins,10.2,Kentucky,KY,Ballard County
21,9,2015,pctunins,12.8,Kentucky,KY,Barren County
21,9,2016,pctunins,10.4,Kentucky,KY,Barren County
21,11,2015,pctunins,13.2,Kentucky,KY,Bath County
21,11,2016,pctunins,11.7,Kentucky,KY,Bath County
21,13,2015,pctunins,13.9,Kentucky,KY,Bell County
21,13,2016,pctunins,11.1,Kentucky,KY,Bell County
21,15,2015,pctunins,7.9,Kentucky,KY,Boone County
21,15,2016,pctunins,6.7,Kentucky,KY,Boone County
21,17,2015,pctunins,13.1,Kentucky,KY,Bourbon County
21,17,2016,pctunins,11.9,Kentucky,KY,Bourbon County
21,19,2015,pctunins,12.1,Kentucky,KY,Boyd County
21,19,2016,pctunins,9.9,Kentucky,KY,Boyd County
21,21,2015,pctunins,10.6,Kentucky,KY,Boyle County
21,21,2016,pctunins,9.1,Kentucky,KY,Boyle County
21,23,2015,pctunins,8,Kentucky,KY,Bracken County
21,23,2016,pctunins,7.7,Kentucky,KY,Bracken County
21,25,2015,pctunins,13,Kentucky,KY,Breathitt County
21,25,2016,pctunins,10.5,Kentucky,KY,Breathitt County
21,27,2015,pctunins,13.3,Kentucky,KY,Breckinridge County
21,27,2016,pctunins,11.4,Kentucky,KY,Breckinridge County
21,29,2015,pctunins,7.2,Kentucky,KY,Bullitt County
21,29,2016,pctunins,6.2,Kentucky,KY,Bullitt County
21,31,2015,pctunins,12.4,Kentucky,KY,Butler County
21,31,2016,pctunins,10.6,Kentucky,KY,Butler County
21,33,2015,pctunins,11.1,Kentucky,KY,Caldwell County
21,33,2016,pctunins,9.7,Kentucky,KY,Caldwell County
21,35,2015,pctunins,11.4,Kentucky,KY,Calloway County
21,35,2016,pctunins,10.1,Kentucky,KY,Calloway County
21,37,2015,pctunins,10.4,Kentucky,KY,Campbell County
21,37,2016,pctunins,8.7,Kentucky,KY,Campbell County
21,39,2015,pctunins,13.9,Kentucky,KY,Carlisle County
21,39,2016,pctunins,12.8,Kentucky,KY,Carlisle County
21,41,2015,pctunins,16.1,Kentucky,KY,Carroll County
21,41,2016,pctunins,11.9,Kentucky,KY,Carroll County
21,43,2015,pctunins,15.1,Kentucky,KY,Carter County
21,43,2016,pctunins,12.6,Kentucky,KY,Carter County
21,45,2015,pctunins,17,Kentucky,KY,Casey County
21,45,2016,pctunins,14.6,Kentucky,KY,Casey County
21,47,2015,pctunins,13.6,Kentucky,KY,Christian County
21,47,2016,pctunins,12,Kentucky,KY,Christian County
21,49,2015,pctunins,11.2,Kentucky,KY,Clark County
21,49,2016,pctunins,9,Kentucky,KY,Clark County
21,51,2015,pctunins,11.4,Kentucky,KY,Clay County
21,51,2016,pctunins,10.2,Kentucky,KY,Clay County
21,53,2015,pctunins,12.8,Kentucky,KY,Clinton County
21,53,2016,pctunins,12.1,Kentucky,KY,Clinton County
21,55,2015,pctunins,15.6,Kentucky,KY,Crittenden County
21,55,2016,pctunins,14.9,Kentucky,KY,Crittenden County
21,57,2015,pctunins,17.5,Kentucky,KY,Cumberland County
21,57,2016,pctunins,15.1,Kentucky,KY,Cumberland County
21,59,2015,pctunins,9.4,Kentucky,KY,Daviess County
21,59,2016,pctunins,7.8,Kentucky,KY,Daviess County
21,61,2015,pctunins,9.6,Kentucky,KY,Edmonson County
21,61,2016,pctunins,6.4,Kentucky,KY,Edmonson County
21,63,2015,pctunins,12.3,Kentucky,KY,Elliott County
21,63,2016,pctunins,10.1,Kentucky,KY,Elliott County
21,65,2015,pctunins,13.4,Kentucky,KY,Estill County
21,65,2016,pctunins,11.3,Kentucky,KY,Estill County
21,67,2015,pctunins,11.2,Kentucky,KY,Fayette County
21,67,2016,pctunins,9.7,Kentucky,KY,Fayette County
21,69,2015,pctunins,18.5,Kentucky,KY,Fleming County
21,69,2016,pctunins,16.7,Kentucky,KY,Fleming County
21,71,2015,pctunins,14,Kentucky,KY,Floyd County
21,71,2016,pctunins,12.4,Kentucky,KY,Floyd County
21,73,2015,pctunins,10.5,Kentucky,KY,Franklin County
21,73,2016,pctunins,9.9,Kentucky,KY,Franklin County
21,75,2015,pctunins,14.3,Kentucky,KY,Fulton County
21,75,2016,pctunins,11.1,Kentucky,KY,Fulton County
21,77,2015,pctunins,14.6,Kentucky,KY,Gallatin County
21,77,2016,pctunins,11.2,Kentucky,KY,Gallatin County
21,79,2015,pctunins,13.8,Kentucky,KY,Garrard County
21,79,2016,pctunins,10.6,Kentucky,KY,Garrard County
21,81,2015,pctunins,11.1,Kentucky,KY,Grant County
21,81,2016,pctunins,9.8,Kentucky,KY,Grant County
21,83,2015,pctunins,11.7,Kentucky,KY,Graves County
21,83,2016,pctunins,10.7,Kentucky,KY,Graves County
21,85,2015,pctunins,13.7,Kentucky,KY,Grayson County
21,85,2016,pctunins,12.3,Kentucky,KY,Grayson County
21,87,2015,pctunins,11.2,Kentucky,KY,Green County
21,87,2016,pctunins,9.6,Kentucky,KY,Green County
21,89,2015,pctunins,12.6,Kentucky,KY,Greenup County
21,89,2016,pctunins,9.6,Kentucky,KY,Greenup County
21,91,2015,pctunins,8.5,Kentucky,KY,Hancock County
21,91,2016,pctunins,6.6,Kentucky,KY,Hancock County
21,93,2015,pctunins,9.6,Kentucky,KY,Hardin County
21,93,2016,pctunins,8.4,Kentucky,KY,Hardin County
21,95,2015,pctunins,14.5,Kentucky,KY,Harlan County
21,95,2016,pctunins,12.1,Kentucky,KY,Harlan County
21,97,2015,pctunins,15.2,Kentucky,KY,Harrison County
21,97,2016,pctunins,13.2,Kentucky,KY,Harrison County
21,99,2015,pctunins,15.6,Kentucky,KY,Hart County
21,99,2016,pctunins,14.4,Kentucky,KY,Hart County
21,101,2015,pctunins,10.5,Kentucky,KY,Henderson County
21,101,2016,pctunins,8.2,Kentucky,KY,Henderson County
21,103,2015,pctunins,11,Kentucky,KY,Henry County
21,103,2016,pctunins,9.6,Kentucky,KY,Henry County
21,105,2015,pctunins,13.6,Kentucky,KY,Hickman County
21,105,2016,pctunins,12.2,Kentucky,KY,Hickman County
21,107,2015,pctunins,12.2,Kentucky,KY,Hopkins County
21,107,2016,pctunins,10.7,Kentucky,KY,Hopkins County
21,109,2015,pctunins,16.3,Kentucky,KY,Jackson County
21,109,2016,pctunins,14,Kentucky,KY,Jackson County
21,111,2015,pctunins,10.6,Kentucky,KY,Jefferson County
21,111,2016,pctunins,8.7,Kentucky,KY,Jefferson County
21,113,2015,pctunins,11.2,Kentucky,KY,Jessamine County
21,113,2016,pctunins,9.5,Kentucky,KY,Jessamine County
21,115,2015,pctunins,10.8,Kentucky,KY,Johnson County
21,115,2016,pctunins,9.9,Kentucky,KY,Johnson County
21,117,2015,pctunins,10.3,Kentucky,KY,Kenton County
21,117,2016,pctunins,8.5,Kentucky,KY,Kenton County
21,119,2015,pctunins,13.8,Kentucky,KY,Knott County
21,119,2016,pctunins,10.9,Kentucky,KY,Knott County
21,121,2015,pctunins,13.3,Kentucky,KY,Knox County
21,121,2016,pctunins,12.8,Kentucky,KY,Knox County
21,123,2015,pctunins,10.6,Kentucky,KY,Larue County
21,123,2016,pctunins,8.9,Kentucky,KY,Larue County
21,125,2015,pctunins,14.5,Kentucky,KY,Laurel County
21,125,2016,pctunins,11.2,Kentucky,KY,Laurel County
21,127,2015,pctunins,12.8,Kentucky,KY,Lawrence County
21,127,2016,pctunins,10.8,Kentucky,KY,Lawrence County
21,129,2015,pctunins,13.6,Kentucky,KY,Lee County
21,129,2016,pctunins,10.3,Kentucky,KY,Lee County
21,131,2015,pctunins,12.1,Kentucky,KY,Leslie County
21,131,2016,pctunins,10.6,Kentucky,KY,Leslie County
21,133,2015,pctunins,13.2,Kentucky,KY,Letcher County
21,133,2016,pctunins,10.9,Kentucky,KY,Letcher County
21,135,2015,pctunins,14.8,Kentucky,KY,Lewis County
21,135,2016,pctunins,12.1,Kentucky,KY,Lewis County
21,137,2015,pctunins,14.8,Kentucky,KY,Lincoln County
21,137,2016,pctunins,14.3,Kentucky,KY,Lincoln County
21,139,2015,pctunins,8.6,Kentucky,KY,Livingston County
21,139,2016,pctunins,6.5,Kentucky,KY,Livingston County
21,141,2015,pctunins,14.3,Kentucky,KY,Logan County
21,141,2016,pctunins,11.7,Kentucky,KY,Logan County
21,143,2015,pctunins,11,Kentucky,KY,Lyon County
21,143,2016,pctunins,9,Kentucky,KY,Lyon County
21,145,2015,pctunins,10.4,Kentucky,KY,McCracken County
21,145,2016,pctunins,8.8,Kentucky,KY,McCracken County
21,147,2015,pctunins,11.8,Kentucky,KY,McCreary County
21,147,2016,pctunins,10.2,Kentucky,KY,McCreary County
21,149,2015,pctunins,10.1,Kentucky,KY,McLean County
21,149,2016,pctunins,9.8,Kentucky,KY,McLean County
21,151,2015,pctunins,10.9,Kentucky,KY,Madison County
21,151,2016,pctunins,8.7,Kentucky,KY,Madison County
21,153,2015,pctunins,13.5,Kentucky,KY,Magoffin County
21,153,2016,pctunins,10.7,Kentucky,KY,Magoffin County
21,155,2015,pctunins,9.9,Kentucky,KY,Marion County
21,155,2016,pctunins,8.8,Kentucky,KY,Marion County
21,157,2015,pctunins,8.4,Kentucky,KY,Marshall County
21,157,2016,pctunins,7.2,Kentucky,KY,Marshall County
21,159,2015,pctunins,15.1,Kentucky,KY,Martin County
21,159,2016,pctunins,12.2,Kentucky,KY,Martin County
21,161,2015,pctunins,11.1,Kentucky,KY,Mason County
21,161,2016,pctunins,11.7,Kentucky,KY,Mason County
21,163,2015,pctunins,12.5,Kentucky,KY,Meade County
21,163,2016,pctunins,10.9,Kentucky,KY,Meade County
21,165,2015,pctunins,13.6,Kentucky,KY,Menifee County
21,165,2016,pctunins,7.7,Kentucky,KY,Menifee County
21,167,2015,pctunins,10.8,Kentucky,KY,Mercer County
21,167,2016,pctunins,9.2,Kentucky,KY,Mercer County
21,169,2015,pctunins,17,Kentucky,KY,Metcalfe County
21,169,2016,pctunins,15,Kentucky,KY,Metcalfe County
21,171,2015,pctunins,10.6,Kentucky,KY,Monroe County
21,171,2016,pctunins,11.3,Kentucky,KY,Monroe County
21,173,2015,pctunins,14.2,Kentucky,KY,Montgomery County
21,173,2016,pctunins,12.7,Kentucky,KY,Montgomery County
21,175,2015,pctunins,11.2,Kentucky,KY,Morgan County
21,175,2016,pctunins,9,Kentucky,KY,Morgan County
21,177,2015,pctunins,12.6,Kentucky,KY,Muhlenberg County
21,177,2016,pctunins,9.8,Kentucky,KY,Muhlenberg County
21,179,2015,pctunins,9.1,Kentucky,KY,Nelson County
21,179,2016,pctunins,8.3,Kentucky,KY,Nelson County
21,181,2015,pctunins,15.9,Kentucky,KY,Nicholas County
21,181,2016,pctunins,15,Kentucky,KY,Nicholas County
21,183,2015,pctunins,10.7,Kentucky,KY,Ohio County
21,183,2016,pctunins,8.8,Kentucky,KY,Ohio County
21,185,2015,pctunins,5.4,Kentucky,KY,Oldham County
21,185,2016,pctunins,4.2,Kentucky,KY,Oldham County
21,187,2015,pctunins,8.9,Kentucky,KY,Owen County
21,187,2016,pctunins,8.7,Kentucky,KY,Owen County
21,189,2015,pctunins,12.1,Kentucky,KY,Owsley County
21,189,2016,pctunins,9.8,Kentucky,KY,Owsley County
21,191,2015,pctunins,8.6,Kentucky,KY,Pendleton County
21,191,2016,pctunins,8.4,Kentucky,KY,Pendleton County
21,193,2015,pctunins,14.1,Kentucky,KY,Perry County
21,193,2016,pctunins,10.9,Kentucky,KY,Perry County
21,195,2015,pctunins,11.2,Kentucky,KY,Pike County
21,195,2016,pctunins,9,Kentucky,KY,Pike County
21,197,2015,pctunins,12.6,Kentucky,KY,Powell County
21,197,2016,pctunins,8.9,Kentucky,KY,Powell County
